backbone,chip,mask_ratio,trial,trial_seed,summer_masked,block_psnr,random_psnr,delta_rand_minus_block
600M,chip_010_063_merged.tif,0.2,0,1233354241,50,31.8484,38.4044,6.5559
600M,chip_010_063_merged.tif,0.2,1,753408723,50,36.3988,38.1518,1.753
600M,chip_010_063_merged.tif,0.2,2,372802092,50,37.7062,38.293,0.5868
600M,chip_010_063_merged.tif,0.2,3,2040340222,50,31.7912,38.7434,6.9521
600M,chip_010_063_merged.tif,0.2,4,1659733591,50,32.2104,38.2986,6.0882
600M,chip_010_063_merged.tif,0.4,0,973400021,100,35.7175,38.0533,2.3358
600M,chip_010_063_merged.tif,0.4,1,592793390,100,33.5565,38.2588,4.7023
600M,chip_010_063_merged.tif,0.4,2,112847872,100,33.274,38.7278,5.4538
600M,chip_010_063_merged.tif,0.4,3,1879724889,100,32.7037,38.1644,5.4607
600M,chip_010_063_merged.tif,0.4,4,1499118258,100,32.9733,36.8991,3.9259
600M,chip_010_063_merged.tif,0.6,0,230101814,154,34.3703,37.5991,3.2289
600M,chip_010_063_merged.tif,0.6,1,1996978831,154,33.0922,37.7178,4.6256
600M,chip_010_063_merged.tif,0.6,2,1616372200,154,32.855,37.2741,4.4191
600M,chip_010_063_merged.tif,0.6,3,1136426682,154,32.8544,36.4439,3.5895
600M,chip_010_063_merged.tif,0.6,4,755820051,154,34.3704,37.0328,2.6624
600M,chip_010_063_merged.tif,0.8,0,1994332153,208,33.0473,36.6835,3.6362
600M,chip_010_063_merged.tif,0.8,1,1514386635,208,33.6023,35.204,1.6017
600M,chip_010_063_merged.tif,0.8,2,1133780004,208,33.5726,36.4734,2.9009
600M,chip_010_063_merged.tif,0.8,3,653834486,208,33.5658,34.5755,1.0097
600M,chip_010_063_merged.tif,0.8,4,273227855,208,33.5656,36.3837,2.8181
600M,chip_030_076_merged.tif,0.2,0,344705013,50,38.9608,40.9527,1.9919
600M,chip_030_076_merged.tif,0.2,1,2111582030,50,42.9904,40.4217,-2.5687
600M,chip_030_076_merged.tif,0.2,2,1631636512,50,39.3253,40.1307,0.8054
600M,chip_030_076_merged.tif,0.2,3,1251029881,50,37.7532,39.8873,2.134
600M,chip_030_076_merged.tif,0.2,4,771084363,50,39.7353,40.844,1.1087
600M,chip_030_076_merged.tif,0.4,0,1426913591,100,38.4877,40.7234,2.2357
600M,chip_030_076_merged.tif,0.4,1,1046306960,100,39.7214,40.6874,0.9661
600M,chip_030_076_merged.tif,0.4,2,665700329,100,38.0677,40.4259,2.3582
600M,chip_030_076_merged.tif,0.4,3,185754811,100,38.7606,40.7904,2.0298
600M,chip_030_076_merged.tif,0.4,4,1952631828,100,38.5713,41.064,2.4927
600M,chip_030_076_merged.tif,0.6,0,782954271,154,39.1907,40.6524,1.4617
600M,chip_030_076_merged.tif,0.6,1,303008753,154,39.1907,40.6901,1.4994
600M,chip_030_076_merged.tif,0.6,2,2069885770,154,39.6586,40.4675,0.8089
600M,chip_030_076_merged.tif,0.6,3,1589940252,154,38.8567,39.95,1.0933
600M,chip_030_076_merged.tif,0.6,4,1209333621,154,39.4476,40.5889,1.1412
600M,chip_030_076_merged.tif,0.8,0,300362075,208,38.9666,39.8298,0.8632
600M,chip_030_076_merged.tif,0.8,1,1967900205,208,38.9675,40.1056,1.1382
600M,chip_030_076_merged.tif,0.8,2,1587293574,208,38.956,40.0334,1.0774
600M,chip_030_076_merged.tif,0.8,3,1107348056,208,38.7269,40.1644,1.4375
600M,chip_030_076_merged.tif,0.8,4,726741425,208,39.0793,39.9379,0.8586
600M,chip_032_111_merged.tif,0.2,0,1839455341,50,33.153,38.6833,5.5304
600M,chip_032_111_merged.tif,0.2,1,1458848710,50,38.9843,36.2292,-2.7551
600M,chip_032_111_merged.tif,0.2,2,978903192,50,33.9727,40.236,6.2633
600M,chip_032_111_merged.tif,0.2,3,598296561,50,33.1526,36.6507,3.4981
600M,chip_032_111_merged.tif,0.2,4,217689930,50,37.974,38.1442,0.1702
600M,chip_032_111_merged.tif,0.4,0,873519158,100,35.9678,38.62,2.6523
600M,chip_032_111_merged.tif,0.4,1,393573640,100,35.1609,38.1097,2.9488
600M,chip_032_111_merged.tif,0.4,2,12967009,100,36.9814,37.291,0.3096
600M,chip_032_111_merged.tif,0.4,3,1779844026,100,35.3357,37.7635,2.4278
600M,chip_032_111_merged.tif,0.4,4,1299898508,100,37.4769,38.505,1.0281
600M,chip_032_111_merged.tif,0.6,0,935541801,154,35.6876,37.0307,1.343
600M,chip_032_111_merged.tif,0.6,1,554935170,154,35.1721,37.5331,2.361
600M,chip_032_111_merged.tif,0.6,2,74989652,154,33.4547,37.5638,4.1091
600M,chip_032_111_merged.tif,0.6,3,1841866669,154,37.1302,37.861,0.7308
600M,chip_032_111_merged.tif,0.6,4,1361921151,154,37.4012,37.8812,0.48
600M,chip_032_111_merged.tif,0.8,0,1846833277,208,35.0107,35.0895,0.0788
600M,chip_032_111_merged.tif,0.8,1,1366887759,208,35.0111,36.3125,1.3014
600M,chip_032_111_merged.tif,0.8,2,986281128,208,34.9801,36.0906,1.1105
600M,chip_032_111_merged.tif,0.8,3,506335610,208,35.0116,36.9776,1.966
600M,chip_032_111_merged.tif,0.8,4,125728979,208,33.3861,35.2797,1.8935
600M,chip_032_183_merged.tif,0.2,0,524253025,50,47.7582,47.1218,-0.6364
600M,chip_032_183_merged.tif,0.2,1,44307507,50,47.4122,47.7313,0.3191
600M,chip_032_183_merged.tif,0.2,2,1811184524,50,46.7763,46.6346,-0.1417
600M,chip_032_183_merged.tif,0.2,3,1430577893,50,46.036,46.7301,0.6941
600M,chip_032_183_merged.tif,0.2,4,950632375,50,45.0833,46.9519,1.8687
600M,chip_032_183_merged.tif,0.4,0,363637692,100,47.2146,47.3833,0.1687
600M,chip_032_183_merged.tif,0.4,1,2031175822,100,46.697,47.6818,0.9847
600M,chip_032_183_merged.tif,0.4,2,1650569191,100,46.7521,48.003,1.2509
600M,chip_032_183_merged.tif,0.4,3,1170623673,100,47.2149,47.6905,0.4755
600M,chip_032_183_merged.tif,0.4,4,790017042,100,47.427,47.7504,0.3233
600M,chip_032_183_merged.tif,0.6,0,1767823133,154,46.7424,48.1823,1.4399
600M,chip_032_183_merged.tif,0.6,1,1287877615,154,47.0047,47.678,0.6732
600M,chip_032_183_merged.tif,0.6,2,907270984,154,46.9637,48.2158,1.2521
600M,chip_032_183_merged.tif,0.6,3,427325466,154,46.7546,47.9942,1.2396
600M,chip_032_183_merged.tif,0.6,4,46718835,154,46.8645,48.1302,1.2658
600M,chip_032_183_merged.tif,0.8,0,1285230937,208,42.5244,47.8851,5.3608
600M,chip_032_183_merged.tif,0.8,1,805285419,208,42.5272,47.6699,5.1427
600M,chip_032_183_merged.tif,0.8,2,424678788,208,46.0328,48.0909,2.058
600M,chip_032_183_merged.tif,0.8,3,44072157,208,46.0319,47.3236,1.2917
600M,chip_032_183_merged.tif,0.8,4,1711610287,208,39.5636,47.5845,8.0209
600M,chip_036_147_merged.tif,0.2,0,1971329537,50,35.2862,39.7748,4.4886
600M,chip_036_147_merged.tif,0.2,1,1590722906,50,41.0988,39.328,-1.7708
600M,chip_036_147_merged.tif,0.2,2,1210116275,50,36.7254,40.155,3.4297
600M,chip_036_147_merged.tif,0.2,3,730170757,50,35.7716,40.3877,4.6161
600M,chip_036_147_merged.tif,0.2,4,349564126,50,36.4872,38.9494,2.4622
600M,chip_036_147_merged.tif,0.4,0,1810714204,100,37.6736,39.5885,1.9148
600M,chip_036_147_merged.tif,0.4,1,1430107573,100,39.7014,39.8912,0.1899
600M,chip_036_147_merged.tif,0.4,2,950162055,100,37.6749,39.1726,1.4977
600M,chip_036_147_merged.tif,0.4,3,569555424,100,40.7945,40.7211,-0.0734
600M,chip_036_147_merged.tif,0.4,4,89609906,100,36.53,39.6219,3.092
600M,chip_036_147_merged.tif,0.6,0,1067415997,154,37.7513,39.9851,2.2338
600M,chip_036_147_merged.tif,0.6,1,686809366,154,37.2472,38.9957,1.7485
600M,chip_036_147_merged.tif,0.6,2,206863848,154,37.247,39.4139,2.1669
600M,chip_036_147_merged.tif,0.6,3,1973740865,154,37.9533,39.5896,1.6363
600M,chip_036_147_merged.tif,0.6,4,1593134234,154,38.3833,40.0102,1.6269
600M,chip_036_147_merged.tif,0.8,0,584823801,208,38.081,38.6363,0.5553
600M,chip_036_147_merged.tif,0.8,1,204217170,208,38.081,38.3188,0.2378
600M,chip_036_147_merged.tif,0.8,2,1971094187,208,38.514,38.6697,0.1557
600M,chip_036_147_merged.tif,0.8,3,1491148669,208,38.2086,39.1243,0.9157
600M,chip_036_147_merged.tif,0.8,4,1110542038,208,38.2077,38.2123,0.0046
600M,chip_037_102_merged.tif,0.2,0,515017938,50,38.3461,41.5108,3.1648
600M,chip_037_102_merged.tif,0.2,1,35072420,50,38.7385,42.6529,3.9143
600M,chip_037_102_merged.tif,0.2,2,1801949437,50,35.8324,41.5193,5.6868
600M,chip_037_102_merged.tif,0.2,3,1322003919,50,40.3352,40.4094,0.0742
600M,chip_037_102_merged.tif,0.2,4,941397288,50,40.4226,41.92,1.4974
600M,chip_037_102_merged.tif,0.4,0,1597226516,100,33.4492,41.5687,8.1195
600M,chip_037_102_merged.tif,0.4,1,1216619885,100,37.1398,40.7096,3.5699
600M,chip_037_102_merged.tif,0.4,2,736674367,100,33.4113,42.0979,8.6866
600M,chip_037_102_merged.tif,0.4,3,356067736,100,37.6142,41.7861,4.1719
600M,chip_037_102_merged.tif,0.4,4,2122944753,100,32.679,41.6106,8.9316
600M,chip_037_102_merged.tif,0.6,0,1758588046,154,33.0872,39.1128,6.0256
600M,chip_037_102_merged.tif,0.6,1,1278642528,154,34.4533,40.6901,6.2368
600M,chip_037_102_merged.tif,0.6,2,898035897,154,32.1463,41.2366,9.0902
600M,chip_037_102_merged.tif,0.6,3,418090379,154,32.9892,39.3988,6.4097
600M,chip_037_102_merged.tif,0.6,4,37483748,154,32.5748,41.3587,8.7839
600M,chip_037_102_merged.tif,0.8,0,371336113,208,32.9918,38.4521,5.4603
600M,chip_037_102_merged.tif,0.8,1,2138213130,208,32.9921,39.2255,6.2333
600M,chip_037_102_merged.tif,0.8,2,1757606499,208,33.0842,35.6177,2.5335
600M,chip_037_102_merged.tif,0.8,3,1277660981,208,30.946,38.1001,7.1541
600M,chip_037_102_merged.tif,0.8,4,897054350,208,30.9459,39.6251,8.6793
600M,chip_038_107_merged.tif,0.2,0,1434632243,50,35.7455,40.1153,4.3698
600M,chip_038_107_merged.tif,0.2,1,1054025612,50,37.1625,40.1726,3.0101
600M,chip_038_107_merged.tif,0.2,2,574080094,50,36.9565,38.5108,1.5544
600M,chip_038_107_merged.tif,0.2,3,193473463,50,37.4115,39.4728,2.0613
600M,chip_038_107_merged.tif,0.2,4,1861011593,50,36.9715,40.1098,3.1382
600M,chip_038_107_merged.tif,0.4,0,1274016910,100,35.3318,39.7848,4.4531
600M,chip_038_107_merged.tif,0.4,1,794071392,100,33.5549,39.9351,6.3802
600M,chip_038_107_merged.tif,0.4,2,413464761,100,35.8507,39.5221,3.6714
600M,chip_038_107_merged.tif,0.4,3,32858130,100,35.2935,38.0751,2.7816
600M,chip_038_107_merged.tif,0.4,4,1700396260,100,36.4288,39.2663,2.8375
600M,chip_038_107_merged.tif,0.6,0,530718703,154,35.2714,37.7526,2.4812
600M,chip_038_107_merged.tif,0.6,1,50773185,154,34.887,38.9112,4.0242
600M,chip_038_107_merged.tif,0.6,2,1817650202,154,35.355,39.3297,3.9747
600M,chip_038_107_merged.tif,0.6,3,1437043571,154,35.2728,38.1572,2.8845
600M,chip_038_107_merged.tif,0.6,4,957098053,154,33.8718,36.1904,2.3186
600M,chip_038_107_merged.tif,0.8,0,48126507,208,27.8443,36.8447,9.0004
600M,chip_038_107_merged.tif,0.8,1,1815003524,208,34.4406,37.2069,2.7663
600M,chip_038_107_merged.tif,0.8,2,1335058006,208,34.4397,36.7048,2.265
600M,chip_038_107_merged.tif,0.8,3,954451375,208,27.8452,35.4082,7.563
600M,chip_038_107_merged.tif,0.8,4,474505857,208,33.4717,36.22,2.7482
600M,chip_039_108_merged.tif,0.2,0,1016999535,50,36.9953,39.4922,2.4969
600M,chip_039_108_merged.tif,0.2,1,636392904,50,37.3479,39.5035,2.1556
600M,chip_039_108_merged.tif,0.2,2,156447386,50,33.7845,39.5284,5.7439
600M,chip_039_108_merged.tif,0.2,3,1923324403,50,36.9941,39.1363,2.1422
600M,chip_039_108_merged.tif,0.2,4,1542717772,50,32.5101,40.471,7.9609
600M,chip_039_108_merged.tif,0.4,0,856384202,100,35.8041,39.0681,3.264
600M,chip_039_108_merged.tif,0.4,1,475777571,100,32.1314,39.5173,7.3858
600M,chip_039_108_merged.tif,0.4,2,2143315701,100,31.9116,39.0645,7.1529
600M,chip_039_108_merged.tif,0.4,3,1762709070,100,31.9899,38.8127,6.8229
600M,chip_039_108_merged.tif,0.4,4,1282763552,100,28.7553,39.3868,10.6315
600M,chip_039_108_merged.tif,0.6,0,113085995,154,29.0015,39.1191,10.1175
600M,chip_039_108_merged.tif,0.6,1,1879963012,154,30.4317,37.7065,7.2749
600M,chip_039_108_merged.tif,0.6,2,1400017494,154,29.5301,35.3401,5.81
600M,chip_039_108_merged.tif,0.6,3,1019410863,154,28.9586,37.2578,8.2992
600M,chip_039_108_merged.tif,0.6,4,539465345,154,29.4142,37.8221,8.408
600M,chip_039_108_merged.tif,0.8,0,1777977447,208,29.6754,36.3814,6.7061
600M,chip_039_108_merged.tif,0.8,1,1397370816,208,29.6754,35.3736,5.6983
600M,chip_039_108_merged.tif,0.8,2,917425298,208,29.6964,34.5389,4.8425
600M,chip_039_108_merged.tif,0.8,3,536818667,208,29.6757,36.636,6.9603
600M,chip_039_108_merged.tif,0.8,4,156212036,208,24.1793,33.9832,9.8039
600M,chip_039_111_merged.tif,0.2,0,118711396,50,39.583,39.9289,0.346
600M,chip_039_111_merged.tif,0.2,1,1885588413,50,41.7977,39.9042,-1.8935
600M,chip_039_111_merged.tif,0.2,2,1405642895,50,38.484,39.5433,1.0593
600M,chip_039_111_merged.tif,0.2,3,1025036264,50,36.8574,40.2573,3.4
600M,chip_039_111_merged.tif,0.2,4,545090746,50,37.8213,40.8861,3.0648
600M,chip_039_111_merged.tif,0.4,0,2105579711,100,38.3192,38.6977,0.3786
600M,chip_039_111_merged.tif,0.4,1,1625634193,100,39.3369,39.5158,0.1788
600M,chip_039_111_merged.tif,0.4,2,1245027562,100,39.0337,39.2094,0.1757
600M,chip_039_111_merged.tif,0.4,3,765082044,100,38.1074,37.9172,-0.1902
600M,chip_039_111_merged.tif,0.4,4,384475413,100,38.0207,38.4044,0.3836
600M,chip_039_111_merged.tif,0.6,0,1362281504,154,37.4858,38.4846,0.9988
600M,chip_039_111_merged.tif,0.6,1,882335986,154,36.3504,38.0188,1.6683
600M,chip_039_111_merged.tif,0.6,2,501729355,154,36.3494,38.3789,2.0295
600M,chip_039_111_merged.tif,0.6,3,21783837,154,37.3418,38.7925,1.4507
600M,chip_039_111_merged.tif,0.6,4,1788660854,154,37.3427,38.5208,1.1782
600M,chip_039_111_merged.tif,0.8,0,879689308,208,36.1787,36.8353,0.6566
600M,chip_039_111_merged.tif,0.8,1,499082677,208,36.025,37.5351,1.5101
600M,chip_039_111_merged.tif,0.8,2,19137159,208,35.264,36.952,1.6879
600M,chip_039_111_merged.tif,0.8,3,1786014176,208,36.1783,37.5229,1.3446
600M,chip_039_111_merged.tif,0.8,4,1306068658,208,35.3897,37.7716,2.3819
600M,chip_042_092_merged.tif,0.2,0,2078446524,50,32.5097,41.0977,8.588
600M,chip_042_092_merged.tif,0.2,1,1697839893,50,36.4484,38.7058,2.2574
600M,chip_042_092_merged.tif,0.2,2,1317233262,50,36.3934,37.4134,1.02
600M,chip_042_092_merged.tif,0.2,3,837287744,50,36.5074,40.7988,4.2914
600M,chip_042_092_merged.tif,0.2,4,456681113,50,39.1423,40.8265,1.6841
600M,chip_042_092_merged.tif,0.4,0,1917831191,100,30.9462,40.5487,9.6025
600M,chip_042_092_merged.tif,0.4,1,1537224560,100,31.3069,39.6428,8.336
600M,chip_042_092_merged.tif,0.4,2,1057279042,100,30.946,39.3445,8.3985
600M,chip_042_092_merged.tif,0.4,3,676672411,100,36.4063,38.9417,2.5354
600M,chip_042_092_merged.tif,0.4,4,296065780,100,34.4395,38.958,4.5185
600M,chip_042_092_merged.tif,0.6,0,1174532984,154,30.8543,39.5026,8.6482
600M,chip_042_092_merged.tif,0.6,1,793926353,154,31.6972,38.0192,6.322
600M,chip_042_092_merged.tif,0.6,2,313980835,154,30.1385,38.6966,8.5581
600M,chip_042_092_merged.tif,0.6,3,2080857852,154,27.5469,37.7853,10.2384
600M,chip_042_092_merged.tif,0.6,4,1700251221,154,30.0827,38.2826,8.1998
600M,chip_042_092_merged.tif,0.8,0,691940788,208,27.4511,35.8746,8.4235
600M,chip_042_092_merged.tif,0.8,1,311334157,208,29.3395,35.9786,6.6391
600M,chip_042_092_merged.tif,0.8,2,2078211174,208,29.3395,32.2515,2.912
600M,chip_042_092_merged.tif,0.8,3,1598265656,208,30.1168,34.6371,4.5203
600M,chip_042_092_merged.tif,0.8,4,1217659025,208,27.451,34.9839,7.5329
600M,chip_047_106_merged.tif,0.2,0,1114144184,50,34.6249,38.0109,3.3861
600M,chip_047_106_merged.tif,0.2,1,634198666,50,37.5727,40.8398,3.2671
600M,chip_047_106_merged.tif,0.2,2,253592035,50,34.9291,39.7493,4.8202
600M,chip_047_106_merged.tif,0.2,3,2020469052,50,39.4563,40.4112,0.9548
600M,chip_047_106_merged.tif,0.2,4,1540523534,50,33.9466,40.2866,6.34
600M,chip_047_106_merged.tif,0.4,0,953528851,100,33.7782,40.3596,6.5814
600M,chip_047_106_merged.tif,0.4,1,473583333,100,37.1922,40.6191,3.4269
600M,chip_047_106_merged.tif,0.4,2,92976702,100,37.6964,39.7832,2.0868
600M,chip_047_106_merged.tif,0.4,3,1760514832,100,35.4683,40.11,4.6417
600M,chip_047_106_merged.tif,0.4,4,1379908201,100,34.2978,39.7765,5.4787
600M,chip_047_106_merged.tif,0.6,0,210230644,154,32.7091,39.7135,7.0044
600M,chip_047_106_merged.tif,0.6,1,1877768774,154,32.0447,39.5483,7.5036
600M,chip_047_106_merged.tif,0.6,2,1497162143,154,32.707,38.7754,6.0684
600M,chip_047_106_merged.tif,0.6,3,1017216625,154,35.7244,38.047,2.3226
600M,chip_047_106_merged.tif,0.6,4,636609994,154,35.7272,39.6894,3.9621
600M,chip_047_106_merged.tif,0.8,0,1875122096,208,32.6385,35.995,3.3565
600M,chip_047_106_merged.tif,0.8,1,1395176578,208,31.9496,37.1496,5.2
600M,chip_047_106_merged.tif,0.8,2,1014569947,208,32.6379,36.1302,3.4923
600M,chip_047_106_merged.tif,0.8,3,633963316,208,32.638,36.7103,4.0723
600M,chip_047_106_merged.tif,0.8,4,154017798,208,31.9481,37.8811,5.933
600M,chip_051_235_merged.tif,0.2,0,235405407,50,38.3596,40.1456,1.7859
600M,chip_051_235_merged.tif,0.2,1,1902943537,50,32.6153,39.4836,6.8683
600M,chip_051_235_merged.tif,0.2,2,1522336906,50,35.3959,39.2498,3.8539
600M,chip_051_235_merged.tif,0.2,3,1042391388,50,35.2384,38.8559,3.6175
600M,chip_051_235_merged.tif,0.2,4,661784757,50,34.8725,39.0332,4.1607
600M,chip_051_235_merged.tif,0.4,0,2122934835,100,34.6029,37.9453,3.3423
600M,chip_051_235_merged.tif,0.4,1,1742328204,100,32.2684,39.1532,6.8847
600M,chip_051_235_merged.tif,0.4,2,1262382686,100,38.6792,39.227,0.5478
600M,chip_051_235_merged.tif,0.4,3,881776055,100,32.9318,38.4926,5.5608
600M,chip_051_235_merged.tif,0.4,4,501169424,100,31.7249,39.0044,7.2796
600M,chip_051_235_merged.tif,0.6,0,1379636628,154,33.9915,37.2219,3.2304
600M,chip_051_235_merged.tif,0.6,1,999029997,154,34.8309,36.2729,1.442
600M,chip_051_235_merged.tif,0.6,2,618423366,154,35.8654,37.8332,1.9678
600M,chip_051_235_merged.tif,0.6,3,138477848,154,33.8743,36.5446,2.6703
600M,chip_051_235_merged.tif,0.6,4,1905354865,154,32.6094,37.8787,5.2693
600M,chip_051_235_merged.tif,0.8,0,996383319,208,32.1766,34.153,1.9763
600M,chip_051_235_merged.tif,0.8,1,516437801,208,32.2549,35.5458,3.2909
600M,chip_051_235_merged.tif,0.8,2,135831170,208,31.9988,35.5633,3.5645
600M,chip_051_235_merged.tif,0.8,3,1803369300,208,30.5059,35.3042,4.7983
600M,chip_051_235_merged.tif,0.8,4,1422762669,208,31.9983,35.2003,3.2019
600M,chip_053_176_merged.tif,0.2,0,143321580,50,41.3014,42.6134,1.312
600M,chip_053_176_merged.tif,0.2,1,1810859710,50,39.2242,42.7436,3.5194
600M,chip_053_176_merged.tif,0.2,2,1430253079,50,41.7684,43.139,1.3706
600M,chip_053_176_merged.tif,0.2,3,950307561,50,42.5144,42.631,0.1165
600M,chip_053_176_merged.tif,0.2,4,569700930,50,42.0663,42.1457,0.0794
600M,chip_053_176_merged.tif,0.4,0,2030851008,100,41.0659,43.2172,2.1513
600M,chip_053_176_merged.tif,0.4,1,1650244377,100,40.8654,42.9309,2.0656
600M,chip_053_176_merged.tif,0.4,2,1170298859,100,40.7796,44.1192,3.3395
600M,chip_053_176_merged.tif,0.4,3,789692228,100,39.5878,43.5946,4.0068
600M,chip_053_176_merged.tif,0.4,4,409085597,100,41.2392,42.4067,1.1675
600M,chip_053_176_merged.tif,0.6,0,1287552801,154,40.8116,40.5699,-0.2416
600M,chip_053_176_merged.tif,0.6,1,906946170,154,37.6971,42.7407,5.0435
600M,chip_053_176_merged.tif,0.6,2,526339539,154,36.4568,43.4297,6.9729
600M,chip_053_176_merged.tif,0.6,3,46394021,154,40.8117,41.8887,1.077
600M,chip_053_176_merged.tif,0.6,4,1813271038,154,40.9319,42.9276,1.9956
600M,chip_053_176_merged.tif,0.8,0,904299492,208,39.2806,40.395,1.1144
600M,chip_053_176_merged.tif,0.8,1,424353974,208,39.2809,40.7814,1.5005
600M,chip_053_176_merged.tif,0.8,2,43747343,208,39.2806,41.6345,2.3538
600M,chip_053_176_merged.tif,0.8,3,1711285473,208,39.281,40.6946,1.4136
600M,chip_053_176_merged.tif,0.8,4,1330678842,208,39.2812,41.1108,1.8296
600M,chip_054_264_merged.tif,0.2,0,709690311,50,40.803,39.244,-1.5591
600M,chip_054_264_merged.tif,0.2,1,329083680,50,38.243,38.9414,0.6984
600M,chip_054_264_merged.tif,0.2,2,2095960697,50,39.9499,39.0043,-0.9456
600M,chip_054_264_merged.tif,0.2,3,1616015179,50,40.2128,39.1853,-1.0275
600M,chip_054_264_merged.tif,0.2,4,1235408548,50,38.2041,38.2349,0.0308
600M,chip_054_264_merged.tif,0.4,0,549074978,100,36.6091,39.2716,2.6625
600M,chip_054_264_merged.tif,0.4,1,168468347,100,34.9176,39.3801,4.4625
600M,chip_054_264_merged.tif,0.4,2,1836006477,100,38.1196,39.7449,1.6253
600M,chip_054_264_merged.tif,0.4,3,1455399846,100,36.5755,39.0482,2.4727
600M,chip_054_264_merged.tif,0.4,4,1074793215,100,37.2646,39.663,2.3984
600M,chip_054_264_merged.tif,0.6,0,1953260419,154,34.6152,38.4604,3.8451
600M,chip_054_264_merged.tif,0.6,1,1572653788,154,37.1555,37.5171,0.3616
600M,chip_054_264_merged.tif,0.6,2,1092708270,154,37.5352,38.6581,1.123
600M,chip_054_264_merged.tif,0.6,3,712101639,154,36.5039,38.3551,1.8512
600M,chip_054_264_merged.tif,0.6,4,331495008,154,37.6429,38.0077,0.3648
600M,chip_054_264_merged.tif,0.8,0,1470668223,208,34.2225,37.9634,3.7409
600M,chip_054_264_merged.tif,0.8,1,1090061592,208,34.2218,37.1136,2.8918
600M,chip_054_264_merged.tif,0.8,2,709454961,208,32.3238,37.1274,4.8036
600M,chip_054_264_merged.tif,0.8,3,229509443,208,35.2034,37.3576,2.1542
600M,chip_054_264_merged.tif,0.8,4,1996386460,208,35.2035,36.2541,1.0506
600M,chip_055_200_merged.tif,0.2,0,845006678,50,42.301,42.1422,-0.1588
600M,chip_055_200_merged.tif,0.2,1,365061160,50,38.5776,41.8781,3.3005
600M,chip_055_200_merged.tif,0.2,2,2131938177,50,40.7219,42.3597,1.6378
600M,chip_055_200_merged.tif,0.2,3,1751331546,50,41.5657,42.5451,0.9793
600M,chip_055_200_merged.tif,0.2,4,1271386028,50,41.228,42.7761,1.548
600M,chip_055_200_merged.tif,0.4,0,1927215256,100,39.16,42.7193,3.5593
600M,chip_055_200_merged.tif,0.4,1,1546608625,100,39.3029,42.4184,3.1155
600M,chip_055_200_merged.tif,0.4,2,1066663107,100,41.5772,41.9656,0.3883
600M,chip_055_200_merged.tif,0.4,3,686056476,100,39.2519,41.918,2.6661
600M,chip_055_200_merged.tif,0.4,4,305449845,100,39.9537,41.8528,1.8992
600M,chip_055_200_merged.tif,0.6,0,2088576786,154,39.8548,41.7914,1.9365
600M,chip_055_200_merged.tif,0.6,1,1608631268,154,40.3187,41.6932,1.3745
600M,chip_055_200_merged.tif,0.6,2,1228024637,154,39.3955,39.724,0.3286
600M,chip_055_200_merged.tif,0.6,3,748079119,154,39.4904,42.0478,2.5574
600M,chip_055_200_merged.tif,0.6,4,367472488,154,38.7594,42.1327,3.3734
600M,chip_055_200_merged.tif,0.8,0,1605984590,208,38.264,39.668,1.404
600M,chip_055_200_merged.tif,0.8,1,1126039072,208,39.376,40.1405,0.7644
600M,chip_055_200_merged.tif,0.8,2,745432441,208,38.2634,40.3875,2.1241
600M,chip_055_200_merged.tif,0.8,3,364825810,208,38.8494,40.5641,1.7147
600M,chip_055_200_merged.tif,0.8,4,2032363940,208,38.2631,39.9462,1.6831
600M,chip_055_202_merged.tif,0.2,0,303412921,50,41.899,42.9344,1.0355
